Name,Type,Move Power,Move Time,PP,Duration,Range,Description,Dmg lvl 1,Dmg lvl 5,Dmg lvl 10,Dmg lvl 17
Triple Kick,Fighting,STR/DEX,1 action,5,Instantaneous,Melee,"You strike out with three consecutive kicks. Make three melee attack rolls in order, doing 1d4 + MOVE fighting damage on each hit. As soon as one attack misses, the move is over.",1d4+Move,1d6+Move,1d8+Move,2d6+Move
Trump Card,Normal,STR/DEX,1 action,5,Instantaneous,30ft,"You strike out with a blast of energy that increases in strength the more it is used. Make a ranged attack on an opponent, dealing 1d6 + MOVE normal damage on a hit. Increase the damage by your Move modifier for each PP that has been expended for the move, before the move was activated. Using a restorative to regain PP resets the damage for this attack.",1d4+Move,1d8+Move,2d6+Move,4d6+Move
Twineedle,Bug,DEX,1 action,5,Instantaneous,40ft,"You fire two sharp projectiles at creature in range. They do not have to target the same opponent. Make two ranged attack rolls, dealing 1d4 + MOVE bug damage on each hit. If the natural roll of either attack is a 19 or 20, the target is poisoned.",1d4+Move,2d4+Move,1d12+Move,4d4+Move
Twister,Dragon,STR/DEX,1 action,10,Instantaneous,80ft,"You send a gust of swirling wind that tears through an opponent. Make a ranged attack on an opponent, doing 1d6 + MOVE dragon damage on a hit. If the natural attack roll is 16 or higher, the opponent flinches.",1d6+Move,1d12+Move,2d8+Move,4d6+Move
U-Turn,Bug,DEX,1 action,3,Instantaneous,Melee,"You lash out with a quick strike before you make a getaway. Make a melee attack, dealing 1d12 + MOVE bug damage on a hit. After this move is activated, a trainer must switch out the user as a free action.",1d12+Move,2d8+Move,2d12+Move,6d6+Move
Uproar,Normal,STR/DEX,1 action,5,"3 Rounds, Concentration",30ft circle,"You cause an uproar on the battlefield in a 30 foot circle, centered on you, for three rounds of combat. During the uproar, you cannot use any other Move, and any creature in range is prevented from falling asleep. (This include creatures that would purposefully fall asleep using moves like Rest) In addition, opponents must make a CON save against your Move DC at the start of each turn. On a fail, the opponent takes 2d8 + MOVE normal damage.",2d8+Move,2d10+Move,3d10+Move,4d12+Move
V-Create,Fire,STR/DEX,1 action,3,Instantaneous,Melee,"Your forehead burns like hot coals as you slam your head into an opponent. Make a melee attack roll, dealing 3d10 + MOVE fire damage on a hit. After activating this move, your AC decreases by 2 until the beginning of your next turn.",3d10+Move,6d6+Move,8d6+Move,7d12+Move
Vacuum Wave,Fighting,DEX,1 bonus action,20,Instantaneous,10ft,"You whirl your fists with a fast attack that hits before your opponent has a chance to strike. As a bonus action, you may make rush to an opponent in range and a quick melee attack on an opponent, dealing 1d4 + MOVE fighting damage on a hit.",1d4,1d6,1d10,1d12
Venom Drench,Poison,DEX/CON,1 action,10,Instantaneous,20ft,"You drench a creature with an odd, poisonous liquid. Force an opponent to make a CON save against your Move DC, becoming poisoned on a failure. If the target is already poisoned, this move automatically hits, causing the creature to now take double the normal damage at the end of each of its turns.",,,,
Venoshock,Poison,DEX/CON,1 action,5,Instantaneous,15ft,"You attempt to drench an opponent in poisonous liquid. Make a ranged attack on an opponent, dealing 1d10 + MOVE poison damage on a hit. If the target is already poisoned, double your Move modifier when adding damage.",1d10+Move,2d8+Move,2d12+Move,4d8+Move
Vice Grip,Normal,STR,1 action,15,Instantaneous,Melee,"You crush an opponent with a forceful, gripping attack. Make a melee attack, doing 1d8 + MOVE normal damage on a hit, grappling the opponent. On each successive turn, if the creature is still grappled, you may use this move again (as an action) and automatically hit. A creature may attempt to excape the grapple at the beginning of its turns with a STR save against your Move DC.",1d8+Move,2d6+Move,4d4+Move,3d10+Move
Vine Whip,Grass,STR/DEX,1 action,15,Instantaneous,15ft,"You extend a sharp vine to whip the opponent with. Make a ranged attack roll, doing 1d6 + MOVE grass damage on a hit.",1d6+Move,1d12+Move,2d8+Move,4d6+Move
Vital Throw,Fighting,STR,1 action,5,Instantaneous,Melee,"A slow fighting attack that pummels your foes. As an action on your turn, you can choose to hold this move until next turn, where it will automatically hit for 1d12 + MOVE fighting damage as long as the opponent remains in melee range.",1d12+Move,2d8+Move,2d12+Move,6d6+Move
Volt Switch,Electric,DEX,1 action,3,Instantaneous,Melee,"You lash out with a quick, electric strike before you make a getaway. Make a melee attack, dealing 1d12 + MOVE electric damage on a hit. After this move is activated, a trainer must switch out the user as a free action.",1d12+Move,2d8+Move,2d12+Move,6d6+Move
Volt Tackle,Electric,STR/DEX,1 action,10,Instantaneous,15ft,"You rush forward in a flash of electricity with extended reach, slamming into an opponent. When activating this move, gain an additional 10 feet of movement and make a melee attack roll against an opponent, dealing 2d10 + Move electric damage on a hit. On a hit, you also take a quarter of the total (rounded down) in normal-type recoil damage.",2d10+Move,3d8+Move,4d10+Move,7d8+Move
Wake-Up Slap,Fighting,STR/DEX,1 action,5,Instantaneous,Melee,"You attack with a jolting slap from your palms. Make a melee attack on an opponent, dealing 1d12 + MOVE fighting damage on a hit. If the target is asleep, double your Move modifier when adding damage, but the target automatically wakes up.",1d12+Move,2d8+Move,2d12+Move,6d6+Move
Water Gun,Water,DEX,1 action,15,Instantaneous,40ft,"You fire a quick spurt of water at a creature in range. Make a ranged attack roll, doing 1d6 + MOVE water damage on a hit.",1d6+Move,1d12+Move,2d8+Move,4d6+Move
Water Pledge,Water,STR,1 action,5,Instantaneous,40ft,"You send a column of water towards an opponent. Make a ranged attack, dealing 2d6 + MOVE water damage on a hit. After you land a hit, any ally that uses another Pledge move in the same round automatically hits.",2d6+Move,2d8+Move,4d6+Move,6d6+Move
Water Pulse,Water,DEX,1 action,10,Instantaneous,30ft,"You send a wave of ultrasonic aquatic energy at an opponent in range. Make a ranged attack roll, dealing 1d10 + MOVE water damage on a hit. On a natural attack roll of 17 or higher, the target is confused.",1d10+Move,2d8+Move,5d4+Move,4d8+Move
Water Shuriken,Water,DEX,1 action,10,Instantaneous,50ft,"You fire a barrage of sharp shurikens at a target. Make a ranged attack roll, doing 1d4 + MOVE water damage on a hit. After successfully hitting a target, roll a d4. On a result of 3 or 4, another shuriken strikes the target for an additional 1d4 water damage. Continue this process until you fail to roll a 3 or 4 on the d4 roll, up to a maximum of four additional hits. BBC",1d4+Move,1d6+Move,1d8+Move,2d6+Move
Water Sport,Water,None,1 action,10,1 minute,5ft,"You soak yourself and all allies with water, reducing the amount of fire damage taken for anyone affected. For the duration, you and any ally in range (when you initially activated this move) have resistance to fire-type attacks. If you were already resistant, you are now immune. If you were vulnerable, you now take normal damage. If you are immune to fire-type moves already, nothing happens.",,,,
Water Spout,Water,STR/DEX,1 action,3,Instantaneous,30ft,"You fire a blast of water at an opponent that increases in power the more healthy you are. Make a ranged attack roll against an opponent, doing 3d8 + MOVE water damage on a hit if you are at or above 50% of your health. If you are below 50%, halve the total damage done.",3d8+Move,5d6+Move,4d12+Move,8d8+Move
Waterfall,Water,STR/DEX,1 action,10,Instantaneous,80ft,"You create an intense waterfall that crashes down upon enemy creature in a 10 foot radius, centered on a point within range. Creatures in the area must make a DEX save against your Move DC or take 2d6 + MOVE water damage and fall prone on a fail, or half as much on a save.",2d6+Move,2d8+Move,4d6+Move,6d6+Move
Weather Ball,Normal,STR/DEX,1 action,5,Instantaneous,30ft,"You send a powerful ball of energy that changes type based on the surrounding weather, dealing 1d8 + MOVE damage of that type.  

|Weather|Type| 
|Harsh Sunlight|Fire 
|Rain|Water 
|Sandstorm|Rock 
|Hail or Snow|Ice 
|Foggy or Cloudy|Normal",1d8+Move,2d6+Move,4d4+Move,3d10+Move
Whirlpool,Water,STR,1 action,10,Instantaneous,60ft,"You create a wave of water that swirls around an opponent in range. Make a ranged attack roll. On a hit, the target takes 1d6 + MOVE water damage and is restrained. At the beginning of each of its turns, it may attempt to escape with a STR save against your Move DC. On each successive turn, if the creature is still restrained, you may use this move again (as an action) and automatically hit.",1d6+Move,1d10+Move,2d8+Move,5d4+Move
Whirlwind,Normal,DEX,1 action,10,Instantaneous,5ft,"You create a whirlwind of spinning air around you, increasing your AC by +2  until the beginning of your next turn. When you activate this move, any creature within 5 feet of you must succeed on a STR saving throw against your Move DC or fall prone. In wild creature battles, this move can be activated to automatically count as a single success in a group DEX check to run away.
",,,,
Wide Guard,Rock,None,1 reaction,3,Instantaneous,20ft,"You have the ability to guard your allies from area-of-effect moves. As a reaction, when a creature activates a damaging move that targets multiple opponents within range, you may halve the damage dealt. On future instances of this reaction in the same combat, you must roll higher than a 15 on a d20 roll or forfeit the reaction with no effect",,,,
Wild Charge,Electric,STR,1 action,10,Instantaneous,Melee,"You shroud yourself in electricity and charge at an opponent. Make a melee attack, dealing 2d8 + MOVE electric damage on a hit, but taking 1/4 of the damage (rounded down) in normal-type recoil.",2d8+Move,2d10+Move,3d10+Move,4d12+Move
Will-O-Wisp,Fire,DEX,1 action,10,Instantaneous,30ft,"You send a sinister, white-hot flame at an opponent attempting to inflict a burn. Make a ranged attack roll on a target, causing burn on a hit.",,,,
Wing Attack,Flying,STR/DEX,1 action,20,Instantaneous,Melee,"You strike out at an enemy creature with your wings. Make a melee attack roll, doing 1d10 + MOVE flying damage on a hit.",1d10+Move,2d8+Move,5d4+Move,4d8+Move
Wish,Normal,WIS/CHA,"1 action, charge",5,1 round,50ft,"You send forth a healing wish that takes time to come true. At the end of your next turn, as a free action, heal a target in range for 3d8 + MOVE hit points.",3d8+Move,5d6+Move,4d12+Move,8d8+Move
Withdraw,Water,None,1 reaction,3,Instantaneous,Self,"When hit by a melee or ranged attack, you can spend your reaction to increase your AC by +2 if it would cause the attack to miss.",AC +2,AC +2,AC +3,AC +3
Wonder Room,Psychic,None,1 action,5,"1 minute, Concentration",50ft circle,"You create a bizarre vibe in the air in a 50ft circle, centered on you. For the duration, all WIS saves become CON saves and all CON saves become WIS saves.",,,,
Wood Hammer,Grass,STR,1 action,10,Instantaneous,Melee,"You slam your rough body against an opponent, taking serious recoil damage. Make an attack roll against a target, dealing 2d10 + MOVE grass damage on a hit. On a hit, you also take half the damage dealt in normal-type recoil damage.",2d10+Move,3d8+Move,4d10+Move,7d8+Move
Work Up,Normal,None,1 bonus action,3,1 minute,Self,"You get your adrenaline pumping and go into a frenzy. While worked up, you add +2 to all attack rolls. Your worked up status ends if you are incapacitated or if you have not attacked a hostile target since your last turn, or taken any damage since then.",,,,
