Index Number,Evo Stages with Eviolite,Evo Stages w/o Eviolite,Pokémon,Type,SR,AC,Hit Dice,HP,,,WSp,Ssp,Fsp,Senses,STR,DEX,CON,INT,WIS,CHA,MIN LVL FD,Ev,Evolve,Evo Stages,ST1,ST2,ST3,Skill,Res,Vul,Imm,Ability1,Ability2,HiddenAbility,Moves,Evolution for sheet,Evolve Bonus,Climbing Speed,Burrowing Speed,Description 17
696,1,2,Tyrunt,Rock/Dragon,2,14,6,18,,,25,,,,14,12,14,6,10,10,1,,Tyrantrum,2,STR,CON,,"Survival, Athletics","Electric, Fire, Flying, Normal, Poison","Dragon, Fairy, Fighting, Ground, Ice, Steel",,Strong Jaw,,Sturdy,"Starting Moves: Tackle, Tail Whip
Level 2: Roar, Stomp, Bide
Level 6: Stealth Rock, Bite, Charm
Level 10: Ancient Power, Dragon Tail
Level 14: Crunch, Dragon Claw, Thrash
Level 18: Earthquake, Horn Drill

TM: 02, 05, 06, 10, 11, 17, 21, 26, 27, 31, 32, 37, 39, 40, 42, 44, 45, 48, 69, 71, 78, 80, 82, 87, 88, 90, 97, 100

Abilities: Strong Jaw
Hidden Ability: Sturdy","Tyrunt can evolve into Tyrantrum at level 10 and above, only during the day. When it evolves, its health increases by double its level, and it gains 11 points to add to its ability scores (max 20).",11,,,"This Pokémon was restored from a fossil. If something happens that it doesn't like, it throws a tantrum and runs wild."
697,2,2,Tyrantrum,Rock/Dragon,12,16,12,92,,,30,,,,18,15,18,6,12,10,8,10,,2,STR,CON,,"Survival, Athletics, Intimidation","Electric, Fire, Flying, Normal, Poison","Dragon, Fairy, Fighting, Ground, Ice, Steel",,Strong Jaw,,Rock Head,"Starting Moves: Rock Slide, Tackle, Tail Whip, Roar, Stomp, Bide, Stealth Rock, Bite, Charm
Level 10: Ancient Power, Dragon Tail, Crunch
Level 14: Dragon Claw, Thrash
Level 18: Earthquake, Horn Drill, Head Smash, Giga Impact

TM: 02, 05, 06, 10, 11, 15, 17, 21, 26, 27, 31, 32, 37, 39, 40, 42, 44, 45, 48, 59, 68, 69, 71, 78, 80, 82, 87, 88, 90, 97, 100

Abilities: Strong Jaw
Hidden Ability: Rock Head",,,,,"Thanks to its gargantuan jaws, which could shred thick metal plates as if they were paper, it was invincible in the ancient world it once inhabited."
698,1,2,Amaura,Rock/Ice,2,13,10,23,,,25,,,,13,12,16,6,10,10,1,,Aurorus,2,CON,,,Survival,"Flying, Ice, Normal, Poison","Fighting, Grass, Ground, Rock, Steel, Water",,Refrigerate,,Snow Warning,"Starting Moves: Growl, Powder Snow
Level 2: Thunder Wave, Rock Throw, Icy Wind
Level 6: Take Down, Mist, Aurora Beam
Level 10: Ancient Power, Round, Avalanche
Level 14: Hail, Nature Power, Encore
Level 18: Light Screen, Ice Beam, Hyper Beam, Blizzard

TM: 04, 05, 06, 07, 10, 13, 14, 15, 16, 17, 18, 20, 21, 24, 27, 32, 33, 37, 39, 42, 44, 45, 48, 49, 57, 69, 71, 73, 77, 78, 79, 80, 82, 85, 87, 88, 90, 91, 96, 97, 100

Abilities: Refrigerate
Hidden Ability: Snow Warning","Amaura can evolve into Aurorus at level 10 and above, only at night time. When it evolves, its health increases by double its level, and it gains 10 points to add to its ability scores (max 20).",10,,,This ancient Pokémon was restored from part of its body that had been frozen in ice for over 100 million years.
699,2,2,Aurorus,Rock/Ice,13,15,12,118,,,30,,,,16,15,20,6,12,10,8,10,,2,CON,,,Survival,"Flying, Ice, Normal, Poison","Fighting, Grass, Ground, Rock, Steel, Water",,Refrigerate,,Snow Warning,"Starting Moves: Freeze-Dry, Growl, Powder Snow, Thunder Wave, Rock Throw, Icy Wind, Take Down, Mist, Aurora Beam
Level 10: Ancient Power, Round, Avalanche
Level 14: Hail, Nature Power, Encore
Level 18: Light Screen, Ice Beam, Hyper Beam, Blizzard

TM: 04, 05, 06, 07, 10, 13, 14, 15, 16, 17, 18, 20, 21, 24, 25, 26, 27, 29, 32, 33, 37, 39, 42, 44, 45, 48, 49, 57, 68, 69, 71, 73, 77, 78, 79, 80, 82, 85, 87, 88, 90, 91, 96, 97, 100

Abilities: Refrigerate
Hidden Ability: Snow Warning",,,,,"The diamond-shaped crystals on its body expel air as cold as -240 degrees Fahrenheit, surrounding its enemies and encasing them in ice."
700,2,2,Sylveon,Fairy,8,16,10,52,,,30,,,,12,15,15,6,12,18,5,8,,2,DEX,CHA,,"Persuasion, Deception","Bug, Dark, Fighting","Poison, Steel",Dragon,Cute Charm,,Pixilate,"Starting Moves: Disarming Voice, Fairy Wind, Helping Hand, Tackle, Tail Whip, Sand Attack, Baby-Doll Eyes, Quick Attack
Level 6: Swift, Draining Kiss
Level 10: Skill Swap, Misty Terrain
Level 14: Light Screen, Moonblast, Last Resort
Level 18: Psych Up

TM: 01, 03, 04, 06, 10, 11, 15, 16, 17, 18, 20, 21, 27, 30, 32, 33, 42, 44, 45, 48, 49, 68, 77, 87, 88, 90, 99, 100

Abilities: Cute Charm
Hidden Ability: Pixilate",,,,,It sends a soothing aura from its ribbonlike feelers to calm fights.
701,1,1,Hawlucha,Fighting/Flying,11,16,10,86,,,30,,30,,16,18,16,6,10,10,8,,,1,STR,DEX,,"Athletics, Acrobatics","Bug, Dark, Fighting, Grass","Electric, Fairy, Flying, Ice, Psychic",Ground,Limber,Unburden,Mold Breaker,"Starting Moves: Detect, Hone Claws, Tackle, Karate Chop, Wing Attack, Roost, Aerial Ace, Encore
Level 10: Fling, Flying Press, Bounce
Level 14: Endeavor, Feather Dance
Level 18: High Jump Kick, Sky Attack, Sky Drop, Swords Dance

TM: 01, 06, 08, 10, 11, 12, 17, 18, 19, 21, 27, 31, 32, 39, 40, 41, 42, 44, 45, 47, 48, 51, 52, 54, 56, 58, 62, 66, 68, 71, 75, 76, 80, 81, 84, 86, 87, 88, 89, 90, 100

Abilities: Limber, Unburden
Hidden Ability: Mold Breaker",,,,,"Although its body is small, its proficient fighting skills enable it to keep up with big bruisers like Machamp and Hariyama."
702,1,1,Dedenne,Electric/Fairy,7,15,8,48,,,25,,,,12,18,14,6,10,14,5,,,1,DEX,,,Perception,"Bug, Dark, Electric, Fighting, Flying","Ground, Poison",Dragon,Cheek Pouch,Pickup,Plus,"Starting Moves: Tackle, Tail Whip, Thunder Shock, Charge
Level 6: Charm, Parabolic Charge, Nuzzle
Level 10: Thunder Wave, Volt Switch, Rest, Snore
Level 14: Charge Beam, Entrainment
Level 18: Play Rough, Thunder, Discharge

TM: 06, 10, 11, 17, 18, 21, 24, 25, 27, 32, 40, 42, 44, 45, 46, 48, 56, 57, 68, 72, 73, 86, 87, 88, 89, 90, 93, 100

Abilities: Cheek Pouch, Pickup
Hidden Ability: Plus",,,,,"Its whiskers serve as antennas. By sending and receiving electrical waves, it can communicate with others over vast distances."
703,1,1,Carbink,Rock/Fairy,10,18,6,68,,,15,,,Darkvision 30ft,14,10,16,6,14,14,8,,,1,CON,,,Survival,"Bug, Dark, Fire, Flying, Normal","Grass, Ground, Steel, Water",Dragon,Clear Body,,Sturdy,"Starting Moves: Harden, Tackle, Rock Throw, Sharpen, Smack Down, Reflect, Stealth Rock
Level 10: Guard Split, Ancient Power
Level 14: Flail, Skill Swap, Power Gem
Level 18: Stone Edge, Moonblast, Light Screen, Safeguard

TM: 04, 06, 07, 10, 11, 16, 17, 20, 21, 23, 27, 29, 32, 33, 37, 39, 42, 44, 48, 64, 69, 71, 74, 77, 80, 87, 88, 90, 92, 96, 99, 100

Abilities: Clear Body
Hidden Ability: Sturdy",,,,,"Born from the temperatures and pressures deep underground, it fires beams from the stone in its head."
704,1,3,Goomy,Dragon,0.5,13,6,17,,,20,,,,13,11,13,6,10,10,1,,Sliggoo,3,CON,,,Survival,"Electric, Fire, Grass, Water","Dragon, Fairy, Ice",,Sap Sipper,Hydration,Gooey,"Starting Moves: Bubble, Tackle
Level 2: Absorb, Protect, Bide
Level 6: Dragon Breath, Rain Dance
Level 10: Flail, Body Slam
Level 14: Muddy Water
Level 18: Dragon Pulse

TM: 06, 10, 11, 17, 18, 21, 24, 27, 32, 34, 36, 42, 44, 45, 48, 80, 83, 87, 88, 90, 100

Abilities: Sap Sipper, Hydration
Hidden Ability: Gooey","Goomy can evolve into Sliggoo at level 12 and above. When it evolves, its health increases by double its level, and it gains 9 points to add to its ability scores (max 20).",9,,,"The weakest Dragon-type Pokémon, it lives in damp, shady places, so its body doesn't dry out."
705,2,3,Sliggoo,Dragon,10,15,8,84,,,20,,,,16,13,17,6,12,10,8,12,Goodra,3,CON,,,"Survival, Perception","Electric, Fire, Grass, Water","Dragon, Fairy, Ice",,Sap Sipper,Hydration,Gooey,"Starting Moves: Bubble, Tackle, Absorb, Protect, Bide, Dragon Breath
Level 10: Rain Dance, Flail
Level 14: Body Slam, Muddy Water
Level 18: Dragon Pulse

TM: 06, 10, 11, 13, 14, 17, 18, 21, 24, 27, 32, 34, 36, 42, 44, 45, 48, 80, 83, 87, 88, 90, 100

Abilities: Sap Sipper, Hydration
Hidden Ability: Gooey","Sliggoo can evolve into Goodra at level 16 and above, only when it is raining. When it evolves, its health increases by double its level, and it gains 12 points to add to its ability scores (max 20).",12,,,"It drives away opponents by excreting a sticky liquid that can dissolve anything. Its eyes devolved, so it can't see anything."
706,3,3,Goodra,Dragon,14,18,12,140,,,30,,,,18,17,20,6,14,10,10,16,,3,CON,CHA,,"Survival, Perception","Electric, Fire, Grass, Water","Dragon, Fairy, Ice",,Sap Sipper,Hydration,Gooey,"Starting Moves: Aqua Tail, Bubble, Feint, Tackle, Absorb, Protect, Bide, Dragon Breath, Rain Dance, Flail, Body Slam
Level 14: Muddy Water
Level 18: Dragon Pulse, Power Whip, Outrage

TM: 06, 07, 10, 11, 13, 14, 15, 17, 18, 21, 24, 25, 26, 27, 32, 34, 35, 36, 38, 42, 44, 45, 48, 52, 59, 68, 78, 80, 82, 83, 87, 88, 90, 100

Abilities: Sap Sipper, Hydration
Hidden Ability: Gooey",,,,,"This very friendly Dragon-type Pokémon will hug its beloved Trainer, leaving that Trainer covered in sticky slime."
707,1,1,Klefki,Steel/Fairy,8,15,8,48,,,,,25,,15,15,15,6,12,14,5,,,1,WIS,,,Deception,"Dark, Fairy, Flying, Grass, Ice, Normal, Psychic, Rock","Fire, Ground","Dragon, Poison",Prankster,,Magician,"Starting Moves: Fairy Lock, Tackle, Fairy Wind, Astonish, Metal Sound
Level 6: Spikes, Draining Kiss
Level 10: Crafty Shield, Foul Play, Torment
Level 14: Mirror Shot, Imprison, Recycle
Level 18: Play Rough, Magic Room, Heal Block

TM: 03, 04, 06, 10, 11, 15, 16, 17, 18, 20, 21, 27, 29, 32, 33, 41, 42, 44, 45, 46, 48, 68, 73, 77, 87, 88, 90, 91, 99, 100

Abilities: Prankster
Hidden Ability: Magician",,,,,These key collectors threaten any attackers by fiercely jingling their keys at them.
708,1,2,Phantump,Ghost/Grass,1,13,6,17,,,,,25,Darkvision 30ft,11,10,13,6,14,10,1,,Trevenant,2,CON,,,Survival,"Electric, Grass, Ground, Water","Dark, Fire, Flying, Ghost, Ice","Fighting, Normal",Natural Cure,Frisk,Harvest,"Starting Moves: Confuse Ray, Tackle
Level 2: Astonish, Growth, Ingrain
Level 6: Feint Attack, Leech Seed
Level 10: Curse, Will-O-Wisp
Level 14: Forest's Curse, Destiny Bond
Level 18: Phantom Force, Wood Hammer, Horn Leech

TM: 06, 10, 11, 17, 20, 21, 2, 27, 29, 30, 32, 33, 42, 44, 45, 46, 48, 53, 61, 65, 78, 80, 84, 85, 86, 87, 88, 90, 92, 96, 97, 100

Abilities: Natural Cure, Frisk
Hidden Ability: Harvest","Phantump can evolve into Trevenant at level 10 and above. When it evolves, its health increases by double its level, and it gains 11 points to add to its ability scores (max 20).",11,,,These Pokémon are created when spirits possess rotten tree stumps. They prefer to live in abandoned forests.
709,2,2,Trevenant,Ghost/Grass,11,15,12,84,,,25,,30,Darkvision 60ft,14,14,17,6,16,10,8,10,,2,CON,STR,,"Survival, Deception, Intimidation","Electric, Grass, Ground, Water","Dark, Fire, Flying, Ghost, Ice","Fighting, Normal",Natural Cure,Frisk,Harvest,"Starting Moves: Confuse Ray, Shadow Claw, Tackle, Astonish, Growth, Ingrain, Feint Attack
Level 10: Leech Seed, Curse, Will-O-Wisp
Level 14: Forest's Curse, Destiny Bond
Level 18: Phantom Force, Wood Hammer, Horn Leech

TM: 04, 06, 10, 11, 15, 17, 20, 21, 22, 26,, 27, 29, 30, 32, 33, 42, 44, 45, 46, 48, 52, 53, 59, 61, 65, 68, 78, 80, 81, 84, 85, 86, 87, 88, 90, 92, 96, 97, 100

Abilities: Natural Cure, Frisk
Hidden Ability: Harvest",,,,,"It can control trees at will. It will trap people who harm the forest, so they can never leave."
710,1,2,Pumpkaboo - Small,Ghost/Grass,2,14,6,17,,,20,,25,Darkvision 50ft,14,14,12,6,12,10,1,,Gourgeist,2,CON,,,Deception,"Electric, Grass, Ground, Water","Dark, Fire, Flying, Ghost, Ice","Fighting, Normal",Pickup,Frisk,Insomnia,"Starting Moves: Astonish, Confuse Ray, Trick, Scary Face
Level 2: Worry Seed
Level 6: Razor Leaf, Leech Seed
Level 10: Bullet Seed, Shadow Sneak
Level 14: Shadow Ball, Trick-or-Treat
Level 18: Pain Split, Seed Bomb

TM: 06, 10, 11, 16, 17, 20, 21, 22, 27, 29, 30, 32, 35, 36, 38, 42, 43, 44, 45, 46, 48, 53, 57, 61, 64, 74, 80, 85, 86, 87, 88, 90, 92, 96, 97, 100

Abilities: Pickup, Frisk
Hidden Ability: Insomnia","Pumpkaboo can evolve into Gourgeist at level 9 and above. When it evolves, its health increases by double its level, and it gains 9 points to add to its ability scores (max 20).",9,,,"The pumpkin body is inhabited by a spirit trapped in this world. As the sun sets, it becomes restless and active."
710,1,2,Pumpkaboo - Average,Ghost/Grass,2,14,6,17,,,20,,25,Darkvision 50ft,14,13,14,6,12,10,1,,Gourgeist,2,CON,,,Deception,"Electric, Grass, Ground, Water","Dark, Fire, Flying, Ghost, Ice","Fighting, Normal",Pickup,Frisk,Insomnia,"Starting Moves: Astonish, Confuse Ray, Trick, Scary Face
Level 2: Worry Seed
Level 6: Razor Leaf, Leech Seed
Level 10: Bullet Seed, Shadow Sneak
Level 14: Shadow Ball, Trick-or-Treat
Level 18: Pain Split, Seed Bomb

TM: 06, 10, 11, 16, 17, 20, 21, 22, 27, 29, 30, 32, 35, 36, 38, 42, 43, 44, 45, 46, 48, 53, 57, 61, 64, 74, 80, 85, 86, 87, 88, 90, 92, 96, 97, 100

Abilities: Pickup, Frisk
Hidden Ability: Insomnia","Pumpkaboo can evolve into Gourgeist at level 9 and above. When it evolves, its health increases by double its level, and it gains 9 points to add to its ability scores (max 20).",9,,,"The pumpkin body is inhabited by a spirit trapped in this world. As the sun sets, it becomes restless and active."
710,1,2,Pumpkaboo - Large,Ghost/Grass,2,14,6,17,,,20,,25,Darkvision 50ft,14,12,15,6,12,10,1,,Gourgeist,2,CON,,,Deception,"Electric, Grass, Ground, Water","Dark, Fire, Flying, Ghost, Ice","Fighting, Normal",Pickup,Frisk,Insomnia,"Starting Moves: Astonish, Confuse Ray, Trick, Scary Face
Level 2: Worry Seed
Level 6: Razor Leaf, Leech Seed
Level 10: Bullet Seed, Shadow Sneak
Level 14: Shadow Ball, Trick-or-Treat
Level 18: Pain Split, Seed Bomb

TM: 06, 10, 11, 16, 17, 20, 21, 22, 27, 29, 30, 32, 35, 36, 38, 42, 43, 44, 45, 46, 48, 53, 57, 61, 64, 74, 80, 85, 86, 87, 88, 90, 92, 96, 97, 100

Abilities: Pickup, Frisk
Hidden Ability: Insomnia","Pumpkaboo can evolve into Gourgeist at level 9 and above. When it evolves, its health increases by double its level, and it gains 9 points to add to its ability scores (max 20).",9,,,"The pumpkin body is inhabited by a spirit trapped in this world. As the sun sets, it becomes restless and active."
710,1,2,Pumpkaboo - Supersize,Ghost/Grass,2,14,6,17,,,20,,25,Darkvision 50ft,14,11,16,6,12,10,1,,Gourgeist,2,CON,,,Deception,"Electric, Grass, Ground, Water","Dark, Fire, Flying, Ghost, Ice","Fighting, Normal",Pickup,Frisk,Insomnia,"Starting Moves: Astonish, Confuse Ray, Trick, Scary Face
Level 2: Worry Seed
Level 6: Razor Leaf, Leech Seed
Level 10: Bullet Seed, Shadow Sneak
Level 14: Shadow Ball, Trick-or-Treat
Level 18: Pain Split, Seed Bomb

TM: 06, 10, 11, 16, 17, 20, 21, 22, 27, 29, 30, 32, 35, 36, 38, 42, 43, 44, 45, 46, 48, 53, 57, 61, 64, 74, 80, 85, 86, 87, 88, 90, 92, 96, 97, 100

Abilities: Pickup, Frisk
Hidden Ability: Insomnia","Pumpkaboo can evolve into Gourgeist at level 9 and above. When it evolves, its health increases by double its level, and it gains 9 points to add to its ability scores (max 20).",9,,,"The pumpkin body is inhabited by a spirit trapped in this world. As the sun sets, it becomes restless and active."
711,2,2,Gourgeist - Small,Ghost/Grass,12,18,10,76,,,25,,25,Darkvision 75ft,16,14,17,6,16,10,8,9,,2,CON,WIS,,Deception,"Electric, Grass, Ground, Water","Dark, Fire, Flying, Ghost, Ice","Fighting, Normal",Pickup,Frisk,Insomnia,"Starting Moves: Astonish, Confuse Ray, Trick, Scary Face, Worry Seed, Razor Leaf, Leech Seed
Level 10: Bullet Seed, Shadow Sneak
Level 14: Shadow Ball, Pain Split, Seed Bomb
Level 18: Phantom Force, Trick-or-Treat, Explosion

TM: 06, 10, 11, 15, 16, 17, 20, 21, 22, 27, 29, 30, 32, 35, 36, 38, 42, 43, 44, 45, 46, 48, 52, 53, 57, 61, 64, 68, 74, 80, 85, 86, 87, 88, 90, 92, 96, 97, 100

Abilities: Pickup, Frisk
Hidden Ability: Insomnia",,,,,"Singing in eerie voices, they wander town streets on the night of the new moon. Anyone who hears their song is cursed."
711,2,2,Gourgeist - Average,Ghost/Grass,12,18,10,76,,,25,,25,Darkvision 75ft,16,13,18,6,16,10,8,9,,2,CON,WIS,,Deception,"Electric, Grass, Ground, Water","Dark, Fire, Flying, Ghost, Ice","Fighting, Normal",Pickup,Frisk,Insomnia,"Starting Moves: Astonish, Confuse Ray, Trick, Scary Face, Worry Seed, Razor Leaf, Leech Seed
Level 10: Bullet Seed, Shadow Sneak
Level 14: Shadow Ball, Pain Split, Seed Bomb
Level 18: Phantom Force, Trick-or-Treat, Explosion

TM: 06, 10, 11, 15, 16, 17, 20, 21, 22, 27, 29, 30, 32, 35, 36, 38, 42, 43, 44, 45, 46, 48, 52, 53, 57, 61, 64, 68, 74, 80, 85, 86, 87, 88, 90, 92, 96, 97, 100

Abilities: Pickup, Frisk
Hidden Ability: Insomnia",,,,,"Singing in eerie voices, they wander town streets on the night of the new moon. Anyone who hears their song is cursed."
711,2,2,Gourgeist - Large,Ghost/Grass,12,18,10,76,,,25,,25,Darkvision 75ft,16,12,19,6,16,10,8,9,,2,CON,WIS,,Deception,"Electric, Grass, Ground, Water","Dark, Fire, Flying, Ghost, Ice","Fighting, Normal",Pickup,Frisk,Insomnia,"Starting Moves: Astonish, Confuse Ray, Trick, Scary Face, Worry Seed, Razor Leaf, Leech Seed
Level 10: Bullet Seed, Shadow Sneak
Level 14: Shadow Ball, Pain Split, Seed Bomb
Level 18: Phantom Force, Trick-or-Treat, Explosion

TM: 06, 10, 11, 15, 16, 17, 20, 21, 22, 27, 29, 30, 32, 35, 36, 38, 42, 43, 44, 45, 46, 48, 52, 53, 57, 61, 64, 68, 74, 80, 85, 86, 87, 88, 90, 92, 96, 97, 100

Abilities: Pickup, Frisk
Hidden Ability: Insomnia",,,,,"Singing in eerie voices, they wander town streets on the night of the new moon. Anyone who hears their song is cursed."
711,2,2,Gourgeist- Supersize,Ghost/Grass,12,18,10,76,,,25,,25,Darkvision 75ft,16,11,20,6,16,10,8,9,,2,CON,WIS,,Deception,"Electric, Grass, Ground, Water","Dark, Fire, Flying, Ghost, Ice","Fighting, Normal",Pickup,Frisk,Insomnia,"Starting Moves: Astonish, Confuse Ray, Trick, Scary Face, Worry Seed, Razor Leaf, Leech Seed
Level 10: Bullet Seed, Shadow Sneak
Level 14: Shadow Ball, Pain Split, Seed Bomb
Level 18: Phantom Force, Trick-or-Treat, Explosion

TM: 06, 10, 11, 15, 16, 17, 20, 21, 22, 27, 29, 30, 32, 35, 36, 38, 42, 43, 44, 45, 46, 48, 52, 53, 57, 61, 64, 68, 74, 80, 85, 86, 87, 88, 90, 92, 96, 97, 100

Abilities: Pickup, Frisk
Hidden Ability: Insomnia",,,,,"Singing in eerie voices, they wander town streets on the night of the new moon. Anyone who hears their song is cursed."
712,1,2,Bergmite,Ice,0.25,13,8,19,,,15,,,,14,9,13,6,10,10,1,,Avalugg,2,CON,,,Survival,Ice,"Fighting, Fire, Rock, Steel",,Own Tempo,Ice Body,Sturdy,"Starting Moves: Bite, Harden, Tackle
Level 2: Powder Snow, Icy Wind
Level 6: Take Down, Sharpen, Curse
Level 10: Ice Fang, Ice Ball
Level 14: Rapid Spin, Avalanche
Level 18: Blizzard, Recover, Double-Edge

TM: 06, 07, 10, 13, 14, 17, 18, 20, 21, 27, 32, 39, 42, 44, 45, 48, 69, 71, 74, 79, 80, 87, 88, 90, 91, 94, 100

Abilities: Own Tempo, Ice Body
Hidden Ability: Sturdy","Bergmite can evolve into Avalugg at level 10 and above. When it evolves, its health increases by double its level, and it gains 11 points to add to its ability scores (max 20).",11,,,It blocks opponents' attacks with the ice that shields its body. It uses cold air to repair any cracks with new ice.
713,2,2,Avalugg,Ice,13,20,12,93,,,25,,,,20,10,17,6,12,10,8,10,,2,CON,STR,,Survival,Ice,"Fighting, Fire, Rock, Steel",,Own Tempo,Ice Body,Sturdy,"Starting Moves: Bite, Body Slam, Harden, Iron Defense, Tackle, Wide Guard, Powder Snow, Icy Wind, Take Down, Sharpen, Curse
Level 10: Ice Fang, Ice Ball
Level 14: Rapid Spin, Avalanche, Blizzard
Level 18: Recover, Double-Edge, Skull Bash, Crunch

TM: 05, 06, 07, 10, 13, 14, 15, 17, 18, 20, 21, 26, 27, 32, 39, 42, 44, 45, 48, 68, 69, 71, 74, 78, 79, 80, 87, 88, 90, 91, 94, 100

Abilities: Own Tempo, Ice Body
Hidden Ability: Sturdy",,,,,Its ice-covered body is as hard as steel. Its cumbersome frame crushes anything that stands in its way.
714,1,2,Noibat,Flying/Dragon,1,12,6,16,,,15,,25,Blindsight 80ft,10,12,10,6,10,10,1,,Noivern,2,DEX,,,Perception,"Bug, Fire, Fighting, Grass, Water","Dragon, Fairy, Ice, Rock",Ground,Frisk,Infiltrator,Telepathy,"Starting Moves: Screech, Supersonic, Tackle
Level 2: Absorb, Gust, Bite
Level 6: Wing Attack, Agility
Level 10: Air Cutter, Roost, Razor Wind
Level 14: Tailwind, Whirlwind
Level 18: Super Fang, Air Slash, Hurricane

TM: 06, 10, 11, 12, 17, 19, 21, 22, 27, 28, 29, 30, 31, 32, 40, 41, 42, 44, 45, 46, 48, 49, 51, 62, 65, 76, 81, 85, 87, 88, 89, 90, 93, 97, 100

Abilities: Frisk, Infiltrator
Hidden Ability: Telepathy","Noibat can evolve into Noivern at level 12 and above. When it evolves, its health increases by double its level, and it gains 18 points to add to its ability scores (max 20).",18,,,"They live in pitch-black caves. Their enormous ears can emit ultrasonic waves of 200,000 hertz."
715,2,2,Noivern,Flying/Dragon,13,16,12,102,,,25,,35,Blindsight 100ft,14,20,17,6,12,10,10,12,,2,DEX,,,Perception,"Bug, Fire, Fighting, Grass, Water","Dragon, Fairy, Ice, Rock",Ground,Frisk,Infiltrator,Telepathy,"Starting Moves: Moonlight, Screech, Supersonic, Tackle, Absorb, Gust, Bite, Wing Attack, Agility, Air Cutter, Roost, Razor Wind
Level 14: Tailwind, Whirlwind, Super Fang
Level 18: Air Slash, Hurricane, Dragon Pulse, Boomburst

TM: 02, 06, 10, 11, 12, 15, 17, 19, 21, 22, 27, 28, 29, 30, 31, 32, 35, 40, 41, 42, 44, 45, 46, 48, 49, 51, 52, 62, 65, 68, 76, 81, 85, 87, 88, 89, 90, 93, 97, 100

Abilities: Frisk, Infiltrator
Hidden Ability: Telepathy",,,,,They fly around on moonless nights and attack careless prey. Nothing can beat them in a battle in the dark.
